0.000000	0.000000	0.001160
0.200000	0.000000	0.001101
0.400000	0.000000	0.000607
0.600000	0.000000	0.000621
0.800000	0.000000	0.000989
1.000000	0.000000	0.000878
1.200000	0.000000	0.001270
1.400000	0.000000	0.001087
1.600000	0.000000	0.001325
1.800000	0.000000	0.001320
2.000000	0.000000	0.001045
2.200000	0.000000	0.001039
2.400000	0.000000	0.000838
2.600000	0.000000	0.001108
2.800000	0.000000	0.000887
3.000000	0.000000	0.000910
3.200000	0.000000	0.000846
3.400000	0.000000	0.000749
3.600000	0.000000	0.001086
3.800000	0.000000	0.000896
4.000000	0.000000	0.000696
4.200000	0.000000	0.000721
4.400000	0.000000	0.000522
4.600000	0.000000	0.000571
4.800000	0.000000	0.000784
5.000000	0.000000	0.000566
5.200000	0.000000	0.000622
5.400000	0.000000	0.000624
5.600000	0.000000	0.000542
5.800000	0.000000	0.000505
6.000000	0.000000	0.000566
6.200000	0.000000	0.000238
6.400000	0.000000	0.000589
6.600000	0.000000	0.000307
6.800000	0.000000	0.000252
0.000000	0.200000	0.000999
0.200000	0.200000	0.000628
0.400000	0.200000	0.000638
0.600000	0.200000	0.001079
0.800000	0.200000	0.001322
1.000000	0.200000	0.001162
1.200000	0.200000	0.000565
1.400000	0.200000	0.001170
1.600000	0.200000	0.000919
1.800000	0.200000	0.000821
2.000000	0.200000	0.001046
2.200000	0.200000	0.000925
2.400000	0.200000	0.000975
2.600000	0.200000	0.000991
2.800000	0.200000	0.001199
3.000000	0.200000	0.000840
3.200000	0.200000	0.000947
3.400000	0.200000	0.001017
3.600000	0.200000	0.001225
3.800000	0.200000	0.001227
4.000000	0.200000	0.000749
4.200000	0.200000	0.000943
4.400000	0.200000	0.001155
4.600000	0.200000	0.000685
4.800000	0.200000	0.000560
5.000000	0.200000	0.000460
5.200000	0.200000	0.000693
5.400000	0.200000	0.000754
5.600000	0.200000	0.000290
5.800000	0.200000	0.000484
6.000000	0.200000	0.000377
6.200000	0.200000	0.000190
6.400000	0.200000	0.000404
6.600000	0.200000	0.000198
6.800000	0.200000	0.000192
0.000000	0.400000	0.000705
0.200000	0.400000	0.000846
0.400000	0.400000	0.000688
0.600000	0.400000	0.000941
0.800000	0.400000	0.001575
1.000000	0.400000	0.001162
1.200000	0.400000	0.001195
1.400000	0.400000	0.001468
1.600000	0.400000	0.001306
1.800000	0.400000	0.001077
2.000000	0.400000	0.000783
2.200000	0.400000	0.000861
2.400000	0.400000	0.000940
2.600000	0.400000	0.001173
2.800000	0.400000	0.000975
3.000000	0.400000	0.001006
3.200000	0.400000	0.001507
3.400000	0.400000	0.000942
3.600000	0.400000	0.000932
3.800000	0.400000	0.000869
4.000000	0.400000	0.000819
4.200000	0.400000	0.000974
4.400000	0.400000	0.000448
4.600000	0.400000	0.000634
4.800000	0.400000	0.000866
5.000000	0.400000	0.000637
5.200000	0.400000	0.000621
5.400000	0.400000	0.000533
5.600000	0.400000	0.000697
5.800000	0.400000	0.000692
6.000000	0.400000	0.000479
6.200000	0.400000	0.000608
6.400000	0.400000	0.000329
6.600000	0.400000	0.000236
6.800000	0.400000	0.000389
0.000000	0.600000	0.000934
0.200000	0.600000	0.000839
0.400000	0.600000	0.000934
0.600000	0.600000	0.000677
0.800000	0.600000	0.000724
1.000000	0.600000	0.001320
1.200000	0.600000	0.001243
1.400000	0.600000	0.001431
